Voie par ordre alpha des voies,Voie par ordre alpha des noms,Type de voie,Arrt de Lyon (actuel),Arrondissement ou commune d'origine,Validité,Création et modifications,Historique de la voie,Sources,Origine du nom de la voie,Tenant,Aboutissant,Thématiques,Domanialité,Code INSEE,Code FUV,Code FUV actu,Code FANTOIR
Port du Sablet,Sablet (port du),PORT,5e,,Supprimée,Attesté de 1550 à 1868.,,"Fiches préparatoires de Vanario.
1550, plan scénographique de la Ville de Lyon (1S/165)
Indicateur de 1821 et 1868.",,,,Port,,,,,
Port du Temple,Temple (port du),PORT,2e,,Supprimée,Attesté de 1507 à 1845.,"9 mars 1507 : le Consulat ordonne la construction du port du Temple.
Vis-à-vis de la rue Ecorche-Bœuf, entre le bout de la rue de la Monnaie et l'entrée du quai des Célestins. (Almanach de 1745)","Fiches préparatoires de Vanario.
Manuscrit Vermorel t.4 p. 695.
Indicateur de 1845.",L'ordre des Templiers y avait un domaine à partir de 1200.,,,Histoire militaire/Religion,,,,,
Port du Tibre,Tibre (port du),PORT,2e,,Supprimée,Attesté de 1816 à 1838.,"Port sur le Rhône, rive droite, à l'emplacement de l'actuel pont Wilson.","Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Plan 3S/372",En référence au fleuve italien.,,,Géographie/Cours d'eau,,,,,
Port Henri-IV,Henri-IV (port),PORT,6e,La Guillotière,Supprimée,Attesté de 1826 à 1853.,A été supprimé en 1853.,"Fiches préparatoires de Vanario.
État civil de 1826.
Indicateur de Lyon de 1845.
3S/61.","Roi de France né en 1553, mort en 1610.",Quai d'Albret,,Monarchie/Renaissance/Personnalité,,,,,
Port Saint-Antoine,Saint-Antoine (port),PORT,2e,,Supprimée,Attesté de 1680 à 1745.,,"Fiches préparatoires de Vanario.
DD/56 bis, p. 111.",Les religieux Antonins établirent ici leur monastère au XIIIe siècle.,,,Religion/Personnalité,,,,,
Port Saint-Clair,Saint-Clair (port),PORT,1er,,Supprimée,,Était situé au niveau du pont De-Lattre-de-Tassigny ?,,"La chapelle Saint-Clair, dépendant d'une recluserie, s'élevait au bord du Rhône.",,,Religion/Personnalité,,,,,
Port Saint-Hélène,Saint-Hélène (port),PORT,2e,,Supprimée,Attesté en 1680.,,"Fiches préparatoires de Vanario.
DD/56 bis p. 103.",,,,Religion/Personnalité/Femme,,,,,
Port Saint-Jean,Saint-Jean (port),PORT,5e,,Supprimée,Attesté de 1680 à 1745.,,"Fiches préparatoires de Vanario.
DD/56 bis, p. 59.
Annuaire de 1745.",Elle tient son nom de Saint-Jean-Baptiste car elle se termine sur la place de la cathédrale.,,,Religion/Personnalité,,,,,
Port Saint-Paul,Saint-Paul (port),PORT,5e,,Supprimée,Créé en 1487,16 mars 1487 : le Consulat permet à plusieurs citoyens de construire un port près de l'église Saint-Paul.,"Fiches préparatoires de Vanario.
Manuscrit Vermorel t. 4 p. 588.",Appelée ainsi en raison de la présence de l’église dont la tradition date sa fondation sous Sacerdos au VIe siècle.,,,Religion/Personnalité,,,,,
Port Saint-Vincent,Saint-Vincent (port),PORT,1er,,Supprimée,Attesté de 1550 à 1716.,,"Fiches préparatoires de Vanario.
1550, plan scénographique de la Ville de Lyon (1S/165)
Almanach de 1716.",Le quartier et l'ancienne église paroissiale honorait le saint patron des vignerons.,,,Religion/Personnalité,,,,,
Promenade des Tapis,Tapis (promenade des),PROMENADE,4e,,Supprimée,,Partie du cours des Tapis.,,Talus couverts d'herbe des anciens remparts de la Croix-Rousse.,,,Fortifications/Histoire militaire/Urbanisme,,,,,
Quai de la Butte,Butte (quai de),QUAI,1er,,Supprimée,Attesté seulement en 1819.,,Fiches préparatoires de Vanario.,Tire son nom de la butte de tir utilisée par la Compagnie de l'Arquebuse.,,,Histoire militaire,,,,,
Quai des Feuillants,Feuillants (quai des),QUAI,1er,,Supprimée,,Était située à l'emplacement de la grande rue des Feuillants.,Fiches préparatoires de Vanario.,Les Feuillants y ont eu leur monastère Saint-Charles de 1619 à la Révolution française.,,,Religion,,,,,
Quai du Dauphin,Dauphin (quai du),QUAI,2e,,Supprimée,Dénommé en 1830 et 1837 et supprimé après 1868.,"Entourait la gare d'eau de Perrache.
Supprimé après 1868.","Délibérations du Conseil municipal du 16 juillet 1830 et du 16 mai 1837.
Rues de Lyon à travers les siècles de Maurice Vanario (2002)
4S/309",Henri Comte de Chambord était alors Dauphin de France.,,,Monarchie/Noblesse/Personnalité,,,,,
Route de Collonges,Collonges (route de ),ROUTE,9e,Saint-Rambert-l'Île-Barbe,Supprimée,Attestée en 1921 et supprimée avant 1987.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Voie menant à la commune de Collonges-au-Mont-d'Or.,,,Géographie,,69389.0,29099.0,29205.0,6903891790E
Rue André,André (rue),RUE,3e,,Supprimée,Attestée de 1854 à 2002.,A été supprimée en 2002.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,Rue Saint-Maximin,Rue Rossan,Prénom,,69383.0,27759.0,,6903830255M
Rue Antoine-Rémond,Antoine-Rémond (rue),RUE,6e,,Supprimée,Attestée de 1903 à 2006.,A été supprimée en 2006.,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Liste des voies privées de 1903.","Bienfaiteur des hospices civils, à sa mort le 27 mars 1901, il lègue 43 hectares de terrains aux hospices contre la promesse d'ouvrir une crèche au nom de sa nièce Antoinette Blanche Rémond.",,Rue Bellecombe,Hospices civils/Bienfaisance/Personnalité,,69386.0,28403.0,,6903860350C
Rue Barthélemy-Aneau,Barthélemy-Aneau (rue),RUE,7e,,Supprimée,"Attestée en 1925 et dénommée en 1930.
Déclassée en 1967.",A été une rue sans nom avant sa dénomination.,"Délibération du Conseil Municipal du 4 août 1930.
Délibération du Conseil Municipal du 18 avril 1967.
Rues de Lyon à travers les siècles de Maurice Vanario (2002)","Écrivain, poète, principal du collège de la Trinité. Tué par la foule lors de la Fête-Dieu le 15 mai 1561.",Rue Boileau,Rue Garibaldi,Littérature/Enseignement/Religion/Personnalité,En attente,69387.0,28568.0,,6903870675B
Rue Basses-Brayes,Basses-Brayes (rue),RUE,2e,,Supprimée,Attestée en 1540 et supprimée en 1775.,"Lors de la construction du quai Monsieur en 1775, est devenue un fragment de la cour qui fait communiquer le quai et la rue des Marronniers.",Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Cette ruelle servait sans doute à bien des usages contraires à la propriété publique, d'où son nom.",,,Histoire locale,,,,,
Rue Bauharnais,Bauharnais (rue),RUE,3e,La Guillotière,Supprimée,Dénommée en 1842 et attestée jusqu'en 1853.,Autre orthographe de la rue de Beauharnais.,Délibération du Conseil municipal de la Guillotière du 15 mai 1842. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Famille noble originaire de l'Orléanais. La veuve du général Alexandre de Beauharnais, Joséphine Tascher de la Pagerie, épousa le 9 mars 1796 Napoléon Bonaparte, futur empereur des Français.",,,Famille ,,,,,
Rue Béatrix,Béatrix (rue),RUE,3e,,Supprimée,Attestée en 1868.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Annuaire 1868.",Inconnue.,,,Prénom/Femme,,,,,
Rue Bellabelle,Bellabelle (rue),RUE,1er,,Supprimée,,Impasse située sur le côté sud de la rue de l'Arbre-Sec. Depuis longtemps disparue.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,,,,,,,,
Rue Blanchet,Blanchet (rue),RUE,3e,,Supprimée,Attestée de 1868 à 1883.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,Rue Lavoisier,Cours Eugénie,,,,,,
Rue Bonneveau,Bonneveau (rue),RUE,4e,La Croix-Rousse,Supprimée,Attestée en 1827.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,,,,,,,,
Rue Bon-Rencontre,Bon-Rencontre (rue),RUE,2e,,Supprimée,Attestée en 1680.,Voie disparue.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Chapelle dédiée à Notre-Dame de Bon-Rencontre,,,Religion,,,,,
Rue Bouchon,Bouchon (rue),RUE,4e,,Supprimée,Créée en 1922 et supprimée en 1987.,Nouvelle voie.,Délibération du Conseil municipal du 19 juin 1922. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Basile Bouchon, ouvrier en soie, inventeur d'un métier à tisser fonctionnant avec des aiguilles, XVIIIe siècle.",Rue Pernon,Rue Pillement,Métiers/Personnalité,,69384.0,28053.0,,6903841045S
Rue Bouteille,Bouteille (rue),RUE,4e,La Croix-Rousse,Supprimée,Attestée en 1827.,Voie disparue.,"Rues de Lyon à travers les siècles de Maurice Vanario (2002) et fiches préparatoires de Vanario.
Indicateur 1827 p. 67.",Inconnue.,,,,,,,,
Rue Brisée,Brisée (rue),RUE,5e,,Supprimée,Dénommée en 1794.,A été dénommée rue de l'Évêché.,Délibération du Conseil municipal du 10 janvier 1794. Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,,,,,,,,
Rue Buisson,Buisson (rue),RUE,1er / 2e,,Supprimée,Attestée en 1550 et supprimée en 1856.,Voie supprimée lors de la construction du Palais de la Bourse en 1856.,Rues de Lyon à travers les siècles de Maurice Vanario (2002) et fiches préparatoires de Vanario.,"Ancien diminutif de bois (Annuaire de 1838, p. 117)",,,,,,,,
Rue Cardon,Cardon (rue),RUE,2e,,Supprimée,Créée en 1830 et supprimée en 1855.,Nouvelle voie créée en 1830 et supprimée en 1855 par l'emprise du chemin de fer.,Délibération du Conseil municipal du 16 juillet 1830 (sans suite) puis du 18 mai 1837. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Horace Folch Cardony ou Cardoni, plus connu sous le nom d'Horace Cardon, né en 1565 ou 1566 à Lucques et mort le 21 juin 1641. Imprimeur et libraire, anobli par Henri IV en 1605 et échevin de Lyon en 1610.",,,Imprimerie/Echevin/Personnalité,,,,,
Rue Carron,Carron (rue),RUE,3e,,Supprimée,Attestée en 1885 et supprimée avant 1995.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Gustave-Adolphe Carron, né le 24 août 1860 à Lyon (2e), mort le 9 février 1916 à Lyon (3e). Négociant de Trarieux, propriétaire des terrains sur lesquels cette rue a été ouverte.",Rue du Professeur-Rochaix,Rue du Professeur-Florence,Histoire locale/Urbanisme/Personnalité,,69383.0,27779.0,,6903831280B
Rue Chabovet,Chabovet (rue),RUE,3e,,Supprimée,Attestée seulement en 1868.,,"Fiches préparatoires de Vanario.
Annuaire de 1868.",Inconnue.,Place Colonia,Chemin du Vinatier,,,,,,
Rue Chalan,Chalan (rue),RUE,5e,,Supprimée,Attestée de 1550 à 1842.,Voie disparue lors de la création du Palais de Justice en 1835 et 1842.,"Rues de Lyon à travers les siècles de Maurice Vanario (2002) et fiches préparatoires de Vanario.
1550, plan scénographique de la Ville de Lyon (1S/165)",Inconnue.,,,,,,,,
Rue Chicane,Chicane (rue),RUE,9e,Vaise,Supprimée,Attestée seulement en 1827.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002) et fiches préparatoires de Vanario.
Indicateur de 1827 p. 99.",Inconnue.,,,,,,,,
Rue Christin,Christin (rue),RUE,2e,,Supprimée,Dénommée en 1837.,"A été dénommée sans suite rue Pernon en 1830. 
A été supprimée lors de la création du chemin de fer.","Fiches préparatoires de Vanario.
Délibération du Conseil Municipal du 18 mai 1837 p.235.","Jean-Pierre Christin né le 31 mai 1683 et décédé à Lyon (paroisse Saint-Pierre Saint-Saturnin) le 19 janvier 1755.
Secrétaire de l'Académie de Lyon. Il a fait don de sa bibliothèque à la Ville et a fondé un prix en faveur de celui qui présentera l'invention la plus utile à l'industrie.",,,Personnalité/Sciences et techniques/Industrie,,,,,
Rue Claudel,Claudel (rue),RUE,9e,Saint-Rambert-l'Île-Barbe,Supprimée,Attestée en 1956.,,"Fiches préparatoires de Vanario.
Projet de classement, délibération du Conseil Municipal du 8 décembre 1956.",Inconnue.,,,,,,,,
Rue Claudius-Perret,Claudius-Perret (rue),RUE,3e,,Supprimée,Attestée en 1932.,,"Fiches préparatoires de Vanario.
Liste des voies privées de 1932.",Inconnue.,,,Histoire locale/Personnalité,,,,,
Rue Claudy,Claudy (rue),RUE,9e,,Supprimée,Attestée en 1965.,Voie supprimée et reconstruite 150 mètres plus au sud sous le nom rue Arsène-Claudy.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Arsène Claudy, adjoint au maire de Saint-Rambert en 1923, a cédé ses terrains à la Ville de Lyon pour ouvrir la rue.",Quai Paul-Sédaillan,Rue Coignet,Urbanisme/Personnalité,Privé,69389.0,29112.0,,6903891710T
Rue Clovis,Clovis (rue),RUE,6e,La Guillotière,Supprimée,Attestée en 1823.,,Délibération du Conseil municipal de la Guillotière de 1823. Rues de Lyon à travers les siècles de Maurice Vanario (2002),En référence au Roi des Francs.,,,Monarchie/Personnalité,,,,,
Rue Colbert,Colbert (rue),RUE,1er,,Supprimée,Attestée en 1865.,A été dénommée rue de Boissieu jusqu'en 1865.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Ministre de Louis XIV né en 1619 et mort en 1683.,,,Politique/Personnalité,,,,,
Rue Coste,Coste (rue),RUE,4e,,Supprimée,Attestée seulement en 1853.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Jean-Louis-Antoine Coste, bibliophile et avocat. La partie lyonnaise de sa bibliothèque a été achetée par la ville. Né à Lyon (paroisse Saint-Nizier) le 2 juin 1784, mort à Lyon le 5 mai 1851.",,,Bibliophilie/Personnalité,,,,,
Rue Cote,Cote (rue),RUE,4e,,Supprimée,Attestée en 1840.,,Recensements fiscaux (921WP),Inconnue.,,,,,,,,
Rue Dardel,Dardel (rue),RUE,2e,,Supprimée,Créée en 1933 et supprimée avant 1961.,"Nouvelle voie.
A été supprimée lors de la création du marché de gros.",Délibération du Conseil municipal du 16 octobre 1933. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"René Dardel, architecte de la Ville de 1830 à 1851, auteur du Palais de la Bourse. Né à Lyon (division du Midi) le 10 octobre 1796, décédé à Condrieu (Rhône) le 25 septembre 1871.",Cours Charlemagne,Quai Perrache,Architecture/Urbanisme/Personnalité,,69382.0,27566.0,,6903822085F
Rue de Beauharnais,Beauharnais (rue de),RUE,3e,La Guillotière,Supprimée,Dénommée en 1842 et attestée jusqu'en 1853.,S'écrit aussi Bauharnais.,Délibération du Conseil municipal de la Guillotière du 15 mai 1842. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Famille noble originaire de l'Orléanais. La veuve du général Alexandre de Beauharnais, Joséphine Tascher de la Pagerie, épousa le 9 mars 1796 Napoléon Bonaparte, futur empereur des Français.",,,Noblesse,,,,,
Rue de Bonneveaux,Bonneveaux (rue de),RUE,2e,,Supprimée,Attestée en 1680 et supprimée en 1854.,"A été dénommée rue de l'Estrapade.
A été dénommée rue des Générales.
A été dénommée rue des Garennes.
Disparue lors du percement de la rue de la République en 1854.",Rues de Lyon à travers les siècles de Maurice Vanario (2002),Les moines de l'Abbaye de Bonnevaux possédaient une maison dans cette rue.,,,Religion,,,,,
Rue de Bordeaux,Bordeaux (rue de),RUE,7e,,Supprimée,Dénommée en 1969 et supprimée en 2009.,A été dénommée route n° 12.,Attribué le 1er octobre 1969 par l'Administration du port Édouard-Herriot. Rues de Lyon à travers les siècles de Maurice Vanario (2002),Rappelle le port de cette ville.,Quai de Beaucaire,Rue de Bâle,Port/Transport fluvial,,69387.0,28546.0,,6903875591V
Rue de Cerf-Blanc,Cerf-Blanc (rue du),RUE,5e,,Supprimée,Attestée en 1680.,"A été dénommée rue de la Pome au XVIe siècle.
A été dénommée ruelle de Gigerie en 1740.
Voie disparue lors de la construction du quai, elle était perpendiculaire à la Saône sur l'emplacement du quai de Bondu, face à la rue du Docteur-Augros.",Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,,,,,,,,
Rue de la Chèvrerie,Chèvrerie (rue de la),RUE,5e,,Supprimée,Attestée en 1680.,A été dénommée rue du Four-de-Chiveri en 1380.,"Rues de Lyon à travers les siècles de Maurice Vanario (2002) et fiches préparatoires de Vanario.
DD/56 bis.",Inconnue.,,,,,,,,
Rue de la Colombière,Colombière (rue de la),RUE,8e,,Supprimée,Voie supprimée en 1989.,,,Inconnue.,,,,,69388.0,28808.0,28806.0,6903881800V
Rue de la Comédie,Comédie (rue de la) ,RUE,2e,,Supprimée,,Située vers la place des Célestins.,,En référence au théâtre des Célestins.,,,Théâtre,,,,,
Rue de la Commanderie,Commanderie (rue de la),RUE,5e,,Supprimée,,,Fiches préparatoires de Vanario.,"Commanderie des Chevaliers de Saint-Jean de Jérusalem, appelés successivement chevaliers de Rhodes et de Malte. Construite en 1498, elle brûla en 1854 et fut démolie en 1860.",,,Histoire militaire/Religion,,,,,
Rue de la Cristallerie,Cristallerie (rue de la),RUE,7e,3e,Supprimée,Créée avant 1854 et attestée de 1860 à 1868.,Voie supprimée.,"Rues de Lyon à travers les siècles de Maurice Vanario (2002) et fiches préparatoires de Vanario.
1C/702106 et annuaire de 1860 et 1868.",Une verrerie fonctionna à cet endroit.,Quai du Prince-Impérial (Claude-Bernard),Rue Béchevelin,Industrie/Chimie,,,,,
Rue de la Croisette,Croisette (rue de la),RUE,3e,,Supprimée,Attestée seulement en 1868.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,Rue du Sacré-Cœur,Chemin des Pins,,,,,,
Rue de la Croix,Croix (rue de la),RUE,5e,Vaise,Supprimée,Attestée en 1842.,Voie supprimée lors du percement de la rue du Tunnel entre 1867 et 1870.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,,,,,,,,
Rue de la Croix-du-Sablet,Croix-du-Sablet (rue de la),RUE,5e,,Supprimée,Attestée en 1680.,Voie supprimée lors de la construction des quai vers la place Saint-Georges.,"Rues de Lyon à travers les siècles de Maurice Vanario (2002) et fiches préparatoires de Vanario.
DD/56 bis p. 91.",Inconnue.,,,,,,,,
Rue de la Custoderie,Custoderie (rue de la),RUE,5e,,Supprimée,,Se trouvait à l'emplacement ouest de l'avenue Adolphe-Max.,Fiches préparatoires de Vanario.,Inconnue.,,,,,,,,
Rue de la Ferme.,Ferme (rue de la),RUE,6e,,Supprimée,Attestée de 1872 à 1881.,Fragment du chemin de la Tête-d'Or ou chemin de la Ferme-de-la-Tête-d'Or.,315W et recensements de population (ADML),Ancien chemin menant à la ferme de la Tête d'Or.,,,Histoire locale,,,,,
Rue de la Fraternité,Fraternité (rue de la),RUE,7e,La Guillotière,Supprimée,Attestée en 1795.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
État civil, naissance n° 84 1795.",Nom attribué sous la Révolution française.,,,Révolution française,,,,,
Rue de la Fusterie,Fusterie (rue de la),RUE,1er,,Supprimée,,Se trouvait à la l'emplacement du quai Jean-Moulin.,Fiches préparatoires de Vanario.,Inconnue.,,,,,,,,
Rue de la Grive,Grive (rue de la),RUE,3e,,Supprimée,Attestée seulement en 1868.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Annuaire de 1868.",Inconnue.,,,Zoologie,,,,,
Rue de la Joconde,Joconde (rue de la),RUE,5e,,Supprimée,Attestée de 1925 à 1995.,,"Fiches préparatoires de Vanario.
Plan 4S/208.",Inconnue.,Rue Chapiron,Rue des Noyers,,,69385.0,28268.0,,6903853890E
Rue de la Lapinerie,Lapinerie (rue de la),RUE,5e,,Supprimée,Attestée de 1371 à 1476.,"Occupait l'emplacement du perron de l'actuelle loge du Change.
A été dénommée rue de la Revenderie de 1303 à 1371 et de 1493 à 1540.
A été dénommée rue de la Poulaillerie de 1476 à 1493 et de 1540 à 1561.
A été supprimée vers 1583.",Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,,,,,,,,
Rue de la Manufacture,Manufacture (rue de la),RUE,3e,,Supprimée,Attestée de 1860 à 1883.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,Rue des Martyrs (rue de Créqui),Rue de la Part-Dieu,,,,,,
Rue de la Monnaie,Monnaie (rue de la),RUE,3e,,Supprimée,Attestée seulement en 1854.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,,,Finances,,,,,
Rue de la Moskova,Moskova (rue de la),RUE,3e,,Supprimée,Dénommée en 1863 et supprimée après 1869.,"Nom donné a un fragment de la rue Ney.
A été supprimée après 1869.",Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Rappelle la bataille livrée le 7 septembre 1812, où s'illustra le maréchal Ney.",,,Histoire militaire/Premier Empire,,,,,
Rue de la Pitié,Pitié (rue de la),RUE,3e,,Supprimée,Attestée seulement en 1868.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Annuaire de 1868.",Inconnue.,Chemin Saint-Antoine,Rue Félicité,,,,,,
Rue de la Poulaillerie,Poulaillerie (rue de la),RUE,5e,,Supprimée,Attestée de 1476 à 1493 et de 1540 à 1561.,"Occupait l'emplacement du perron de l'actuelle loge du Change.
A été dénommée rue de la Revenderie de 1303 à 1371 et de 1493 à 1540.
A été dénommée rue de la Lapinerie de 1371 à 1476.
A été supprimée vers 1583.","Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Vermorel, historique des rues, p. 50.",Il y avait là un marchand de volailles.,,,Commerce/Gastronomie,,,,,
Rue de la Revenderie,Revenderie (rue de la),RUE,5e,,Supprimée,Attestée de 1303 à 1371 et de 1493 à 1540.,"Occupait l'emplacement du perron de l'actuelle loge du Change.
A été dénommée rue de la Lapinerie de 1371 à 1476.
A été dénommée rue de la Poulaillerie de 1476 à 1493 et de 1540 à 1561.
A été supprimée vers 1583.","Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Vermorel historique des rues p. 50.",Inconnue.,,,,,,,,
Rue de la Roche,Roche (rue de la),RUE,7e,,Supprimée,Attestée de 1889 à 1948.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Indicateurs Henry de 1889 à 1948.",Inconnue.,,,,,,,,
Rue de la Serpillière,Serpillière (rue de la),RUE,2e,,Supprimée,Supprimée en 1739.,"A été dénommée rue des Tripiers.
A été dénommée rue de la Triperie.
A été supprimée lors de la construction de la façade sur le Rhône de l'Hôtel-Dieu par Soufflot.","Rues de Lyon à travers les siècles de Maurice Vanario (2002)
DD/56 bis p. 125-126
BB/304","Ce vocable, utilisé pour désigner le linceul des défunts dans un règlement de l’Hôtel-Dieu, renvoie probablement aux nombreux lieux d’inhumations des quatre cours nord séparées par les « Quatre Rangs ».",,,Médecine/Hospices civils de Lyon,,,,,
Rue de la Sparterie,Sparterie (rue de la),RUE,9e,,Supprimée,Attestée de 1907 à 1930.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Indicateurs de 1907 à 1930.",Il y avait des usines de sparterie dans le quartier.,,,Industrie/Textile,,,,,
Rue de la Triperie,Triperie (rue de la),RUE,2e,,Supprimée,Attestée de 1680 à 1739.,"A été dénommée rue de la Serpillière.
A été dénommée rue des Tripiers.","Rues de Lyon à travers les siècles de Maurice Vanario (2002)
DD/56 bis p. 125-126
BB/304",Possible référence à la boucherie qui longeait l’Hôtel-Dieu au nord.,,,Alimentation/Boucherie/Hospices civils de Lyon,,,,,
Rue de la Vogue,Vogue (rue de la),RUE,3e,La Guillotière,Supprimée,Attestée en 1845.,,"Fiches préparatoires de Vanario.
Plan 3S/602",Menait à la vogue de la Guillotière.,,,Loisirs,,,,,
Rue de l'Arbalète,Arbalète (rue de l'),RUE,5e,,Supprimée,Attestée de 1680 à 1890.,Voie supprimée lors de la transformation du quartier Saint-Paul vers 1890.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Enseigne de maison.,Rue des Treize-Cantons,Rue Lainerie,Enseigne,,,,,
Rue de l'Estrapade,Estrapade (rue de l'),RUE,2e,,Supprimée,Supprimée en 1854.,"A été dénommée rue des Générales.
A été dénommée rue des Garennes.
A changé de dénomination : est devenue la rue Bonnevaux.
Disparue lors du percement de la rue de la République en 1854.",Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,,,,,,,,
Rue de l'Etang,Étang (rue de l'),RUE,3e,,Supprimée,Attestée en 1854.,,"Fiches préparatoires de Vanario.
Contribution foncière de la Guillotière 1854-1857.",Il existait là un étang.,,,Topographie,,,,,
Rue de Montpellas,Montpellas (rue de),RUE,9e,,Supprimée,,Voie supprimée.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Du nom de ce coin de colline et d'une propriété.,Rue Hector-Berlioz,Rue Hector-Berlioz,Urbanisme/Histoire locale,,,,,
Rue de Nemours,Nemours (rue de),RUE,4e,La Croix-Rousse,Supprimée,Attesté seulement en 1835.,,2S/357,"Louis Charles Philippe Raphaël d’Orléans, né le 25 octobre 1814 à Paris et mort le 26 juin 1896 à Versailles, fils aîné du roi des Français Louis-Philippe Ier, duc de Nemours, lieutenant-général de l’armée royale sous la Restauration et membre de la Chambre des pairs. ",,,Monarchie/Personnalité,,,,,
Rue de Paphos,Paphos (rue de),RUE,3e,,Supprimée,Attestée de 1854 à 1857.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Nom d'un domaine.,,,Histoire locale,,,,,
Rue de Pavie,Pavie (rue de),RUE,2e,,Supprimée,Attestée de 1815 à 1892.,A été supprimée lors de la transformation du quartier Grôlée après 1892.,921W/24,"Simon de Pavie, dit de Rovédis, médecin lyonnais au XVe siècle, finança la construction de l'église des Cordeliers.",,,Médecine/Religion/Renaissance/Personnalité,,,,,
Rue de Tallard,Tallard (rue de),RUE,5e,,Supprimée,Attesté en 1745.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Almanach de 1745.",Inconnue.,Place Saint-Jean,Rue de la Bombarde,,,,,,
Rue de Tivoli,Tivoli (rue de),RUE,3e,,Supprimée,Attestée seulement en 1860.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Annuaire de 1860.",En référence à la ville d'Italie.,Quai du Prince-Impérial,Rue de Chabrol,Italie,,,,,
Rue de Vandran,Vandran (rue de),RUE,2e,,Supprimée,Attestée en 1634.,"A changé de dénomination : est devenue la rue des Fripiers.
A été supprimée lors de la création de la rue de l'Impératrice en 1858.","AD 3P958
DD/56 bis p. 160.",Inconnue.,,,,,,,,
Rue de Villars,Villars (rue de),RUE,2e,,Supprimée,Attestée en 1680.,"Se trouvait à l'emplacement de la Banque de France.
Supprimée lors du percement de la rue de la République.","Rues de Lyon à travers les siècles de Maurice Vanario (2002)
2S/969
DD/56 bis p. 174.",Ouverte par Barthélémy Vilars à la fin du XVe siècle.,,,Urbanisme/Histoire locale,,,,,
Rue de Villeurbanne,Villeurbanne (rue de),RUE,3e,La Guillotière,Supprimée,Attestée de 1810 à 1853.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
État civil de la Guillotière de 1810.",Voie qui menait à Villeurbanne.,,Rue de l'Enfer,Géographie,,,,,
Rue Décrenie,Décrenie (rue),RUE,3e,,Supprimée,Attestée en 1868.,,"Fiches préparatoires de Vanario.
Annuaire de 1868.",Inconnue.,,,,,,,,
Rue Delassalle,Delassalle (rue),RUE,1e,,Supprimée,Dénommée en 1829.,A été absorbée par la place Bellevue.,Délibération du Conseil municipal du 18 juin 1829. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Autre orthographe pour Philippe de Lassalle. Dessinateur et mécanicien, né à Seyssel le 23 septembre 1723, mort à Lyon le 27 février 1804.",,,Textile/Soie/Personnalité,,,,,
Rue des Amis,Amis (rue des),RUE,8e,3e,Supprimée,Dénommée de 1866 à 1989.,A été supprimée en 1989.,Délibération du Conseil municipal du 30 novembre 1866. Rues de Lyon à travers les siècles de Maurice Vanario (2002),Nom donné par les habitants de cette voie.,Impasse des Quatre-Maisons,Rue Marius-Berliet,,,69388.0,28822.0,,6903880225H
