Voie par ordre alpha des voies,Voie par ordre alpha des noms,Type de voie,Arrt de Lyon (actuel),Arrondissement ou commune d'origine,Validité,Création et modifications,Historique de la voie,Sources,Origine du nom de la voie,Tenant,Aboutissant,Thématiques,Domanialité,Code INSEE,Code FUV,Code FUV actu,Code FANTOIR
Allée Nelly-Bly,Nelly-Bly (allée),ALLEE,7e,,Actuelle,Dénommée en 2022.,,Délibération du Conseil municipal du 10 novembre 2022.,"Elisabeth Cochran naît en Pennsylvanie le 5 mai 1864. Orpheline de père à l’âge de 6 ans,
elle ne peut poursuivre ses études pour devenir institutrice faute de moyens.
En 1885, elle obtient un poste au journal Pittsburgh Dispatch, ayant attiré l’attention du
rédacteur en chef après sa réponse acérée à un article sur la condition féminine. Celui-ci
l’incite alors à écrire sous un pseudonyme afin d’éviter les représailles envers sa famille.
Elle prend le nom de Nellie Bly, en référence à une chanson.
C’est ainsi qu’elle commence sa carrière de journaliste, et infiltre notamment le monde
ouvrier pour ses enquêtes. Ses articles à charge sur les employeurs lui valent d’être mise à
l’écart et d’être cantonnée aux rubriques culturelles.
Après un voyage au Mexique, qui lui fait écrire son livre Six mois au Mexique, elle quitte
Pittsburgh pour New-York où elle insiste auprès de Joseph Pulitzer afin d’obtenir un
poste au sein du New York World. Celle-ci lui demande alors un reportage sur un hôpital
psychiatrique, qu’elle réalise en se faisant interner dix jours.
Son récit a un grand retentissement et entraîne un changement des pratiques.
Au sein du New York World, elle poursuit ses enquêtes, avec cette même méthode
d’infiltration, s’attachant aux conditions de vies des ouvriers et des femmes.
En 1888, elle propose de battre le record fictif du Tour du monde en 80 jours, et se met en
route un an plus tard. Elle réalise son voyage en 72 jours, devenant ainsi la première
femme à effectuer un tour du monde sans être accompagnée d’un homme.
En 1895, elle épouse Robert Seaman et s’éloigne du journalisme. Après sa mort, elle
prend les rênes de l’entreprise de son mari et offre de meilleures conditions de travail aux
ouvriers.
Après la fermeture de son entreprise, Nellie Bly reprend sa carrière de journaliste entre le
Royaume-Uni, où elle est reporter de guerre durant la Première guerre mondiale, et NewYork, où elle poursuit son journalisme d’investigation sur les thèmes du monde ouvrier et
de la condition féminine. Elle milite également en faveur du droit de vote des femmes.
Nellie Bly meurt d’une pneumonie le 27 janvier 1922 au Saint Mark Hospital de New
York.",Avenue Berthelot,Rue Paul-Duvivier,,,,,,
Allée Paul-Scherrer,Paul-Scherrer (allée),ALLEE,2e,,Actuelle,Dénommée en 2010.,Nouvelle voie.,Délibération du Conseil municipal du 21 juin 2010.,"Pionnier de la démocratie participative à Lyon. Il a créé un premier comité d'intérêt local sur la presqu'île et à Montchat Sans-Soucis, puis a été le président de ces comités sur Lyon de 1963 à 2001 et a participé à la fondation d'une association CARNAQ, fédérant les comités de quartier au niveau national. À Lyon il a poussé à la réalisation du métro et des parkings souterrains. Né à Lyon en 1920, il est mort en 2008.",Cours Bayard,Rue Casimir-Perrier,Histoire locale/Vie associative/Démocratie participative/Personnalité,Métropole,69382.0,35880.0,,6903825300A
Allée Pierre-de-Coubertin,Pierre-de-Coubertin (allée),ALLEE,7e,,Actuelle,Dénommée en 1987.,Nouvelle voie.,Délibération du Conseil municipal du 7 décembre 1987. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Pédagogue, fondateur des Jeux Olympiques modernes. Né en 1863, mort en 1937.",Avenue Tony-Garnier,Rue Jean-Bouin,Sport/Enseignement/Personnalité,Métropole,69387.0,31944.0,,6903875485E
Allée Susan-Sontag,Susan-Sontag (allée),ALLEE,2e,,Actuelle,Créée en 2018.,,Lyon Citoyen mars 2018,Romancière et militante américaine. Née en 1933; décédée en 2004.,,,Littérature/Femme/Personnalité,Privé,69382.0,37025.0,,6903826870G
Allée Victor-Muhlstein,Victor-Muhlstein (allée),ALLEE,9e,,Actuelle,Dénommée en 2006.,,Délibération du Conseil municipal du 18 Septembre 2006.,"Militant dans plusieurs associations du quartier de la Duchère, particulièrement à la Sauvegarde où il a permis d'implanter le centre social. Né en 1922, il est mort en 2003.",Rue Marcel-Cerdan,Avenue Rosa-Parks,Social/Vie associative/Personnalité,Privé,69389.0,35274.0,,6903897322T
Autoberge Rive-Gauche,Rive-Gauche (autoberge),AUTOBERGE,6e,,Actuelle,,,,,,,,Métropole,69386.0,30717.0,,
Avenue Adolphe-Max,Adolphe-Max (avenue),AVENUE,5e,,Actuelle,Dénommée en 1939.,"A été dénommée rue de l'Archevêché et place de Montazet jusqu'en 1863.
A été dénommée avenue de l'Archevêché de 1863 à 1909.
A été dénommée avenue de la Bibliothèque de 1909 à 1939.",Délibération du Conseil municipal 24 décembre 1939. Rues de Lyon à travers les siècles de Maurice Vanario (2002),Bourgmestre de Bruxelles pendant l'occupation allemande de 1914-1918.,Quai Fulchiron,Avenue du Doyenné,1914-1918/Personnalité,Métropole,69385.0,28139.0,,6903850065X
Avenue Andreï-Sakharov,Andreï-Sakharov (avenue),AVENUE,9e,,Actuelle,Dénommée en 1990.,"A été dénommée sans suite avenue Albert-Camus en 1989.
A été dénommée 4e avenue du Plateau jusqu'en 1990.
Un fragment a changé de dénomination en 2007 : est devenu la place Abbé-Pierre.",Délibération du Conseil municipal du 25 juin 1990. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Physicien né le 21 mai 1921 à Moscou, il y est mort le 14 décembre 1989. A mis au point la bombe H soviétique. Il s'est, par la suite, engagé dans la recherche fondamentale tout en militant pour les droits de l'homme et la non prolifération nucléaire, ce qui lui a valu le prix Nobel en la paix en 1975.",Boulevard de Balmont,Place de l'Abbé-Pierre,Physique/Nucléaire/Personnalité,Métropole,69389.0,32672.0,,6903890130A
Avenue Barthélemy-Buyer,Barthélemy-Buyer (avenue),AVENUE,9e,5e,Actuelle,Dénommée en 1958.,"A été dénommée chemin de Grange-Blanche en 1841.
Fragment du chemin de la Quarantaine-à-la-Demi-Lune jusqu'en 1868.
A été dénommée chemin de la Demi-Lune de 1868 à 1927.
A été dénommée chemin Barthélemy-Buyer de 1927 à 1958.","Rapport de la commission des noms de rues du 25 mars 1958. La commission décide dans sa séance du 17 avril 1958 que chemin sera remplacé par avenue.
Rues de Lyon à travers les siècles de Maurice Vanario (2002) et fiches préparatoires de Vanario",Il introduisit l'imprimerie à Lyon en 1473. Conseiller de ville en 1483.,,,Imprimerie/Personnalité,Métropole,69389.0,28945.0,,6903890680Y
Avenue Barthélemy-Buyer,Barthélemy-Buyer (avenue),AVENUE,5e,,Actuelle,Dénommée en 1958.,"A été dénommée chemin de Grange-Blanche en 1841.
Fragment du chemin de la Quarantaine-à-la-Demi-Lune jusqu'en 1868.
A été dénommée chemin de la Demi-Lune de 1868 à 1927.
A été dénommée chemin Barthélemy-Buyer de 1927 à 1958.","Rapport de la commission des noms de rues du 25 mars 1958. La commission décide dans sa séance du 17 avril 1958 que chemin sera remplacé par avenue.
Rues de Lyon à travers les siècles de Maurice Vanario (2002) et fiches préparatoires de Vanario",Il introduisit l'imprimerie à Lyon en 1473. Conseiller de ville en 1483.,Rue de la Favorite,,Imprimerie/Personnalité,Métropole,69385.0,28140.0,,6903850680R
Avenue Ben-Gourion,Ben-Gourion (avenue),AVENUE,9e,,Actuelle,Attribuée en 1987.,Inaugurée le 22 juin 1987.,Délibération du Conseil municipal du 13 avril 1987. Rues de Lyon à travers les siècles de Maurice Vanario (2002),Fondateur et premier chef de l'état d'Israël.,Avenue d'Écully,Commune d'Écully,Politique/Personnalité,Métropole,69389.0,31987.0,,6903890860U
Avenue Berthelot,Berthelot (avenue),AVENUE,8e,3e,Actuelle,Dénommée en 1907.,"A été dénommée avenue des Ponts-Napoléon de 1853 à 1871.
A changé de dénomination de 1871 à 1907 est devenue l'avenue des Ponts.
A été aussi appelée avenue du Midi ou avenue des Ponts-du-Midi de 1871 à 1907.
Un fragment dit ""avenue Berthelot prolongée"" a changé de dénomination en 1939 : est devenue l'avenue Jean-Mermoz.
A fait partie du chemin de grande communication n° 12 bis.
A fait partie de la route départementale n° 12, de Lyon-à-Heyrieux.","Proposition approuvée par conseil municipal du 25 mars 1907 (à consulter dans le BMO)
Rues de Lyon à travers les siècles de Maurice Vanario (2002)","Marcellin Berthelot est né le 25 octobre 1827 à Paris, il y est mort le 18 mars 1907. Chimiste et homme politique.
",Rue de la Solidarité,Place du 11-Novembre-1919,Chimie/Politique/Personnalité,Métropole,69388.0,28707.0,,6903880900S
Avenue Berthelot,Berthelot (avenue),AVENUE,7e,3e,Actuelle,Dénommée en 1907.,"A été dénommée avenue des Ponts-Napoléon de 1853 à 1871.
A changé de dénomination de 1871 à 1907 est devenue l'avenue des Ponts-du-Midi.
A été aussi appelée avenue du Midi ou avenue des Ponts de 1871 à 1907.
Un fragment dit ""avenue Berthelot prolongée"" a changé de dénomination en 1939 : est devenue l'avenue Jean-Mermoz.
A fait partie du chemin de grande communication n° 12 bis.
A fait partie de la route départementale n° 12, de Lyon-à-Heyrieux.","Proposition approuvée par conseil municipal du 25 mars 1907 (à consulter dans le BMO)
Rues de Lyon à travers les siècles de Maurice Vanario (2002)","Marcellin Berthelot est né le 25 octobre 1827 à Paris, il y est mort le 18 mars 1907. Chimiste et homme politique.
",Quai Claude-Bernard,Boulevard des Tchécoslovaques,Chimie/Politique/Personnalité,Métropole,69387.0,28480.0,,6903870900W
Avenue Cabias,Cabias (avenue),AVENUE,4e,,Actuelle,Dénommée en 1930.,A été dénommée avenue des Tapis de 1854 à 1930.,Délibération du Conseil municipal du 7 avril 1930. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Pierre-Auguste Cabias, né le 24 septembre 1802 à Lyon, décédé le 5 février 1875 à Lyon (4e). maire de la Croix-Rousse de 1850 à 1852, député du Rhône.",Place Tabareau,Rue Denfert-Rochereau,Politique/Personnalité,Métropole,69384.0,27980.0,,6903841165X
Avenue de Birmingham,Birmingham (avenue de),AVENUE,4e,,Actuelle,Dénommée en 1955.,"Fragment du chemin de Serin-à-la-Croix-Rousse.
A été dénommée chemin de Serin jusqu'en 1955.",Délibération du Conseil municipal du 28 février 1955. Rues de Lyon à travers les siècles de Maurice Vanario (2002),Ville britannique jumelée avec Lyon.,Pont Clémenceau,Tunne de la Croix-Rousse,Jumelage,Métropole,69384.0,27981.0,,6903840920F
Avenue de Champagne,Champagne (avenue de),AVENUE,9e,,Actuelle,Dénommée en 1989.,"A été dénommée 3e avenue de la Duchère jusqu'en 1989.
A absorbé un fragment du boulevard de la Duchère en 1992.","Délibération du Conseil municipal du 23 janvier 1989. 
Rues de Lyon à travers les siècles de Maurice Vanario (2002)",Nom de la commune limitrophe.,Boulevard de Balmont,Avenue d'Écully,Géographie,Métropole,69389.0,32371.0,,6903891411T
Avenue de Grande-Bretagne,Grande-Bretagne (avenue de),AVENUE,6e,,Actuelle,Dénommée en 1947.,"A été dénommée avenue Vaïsse de 1865 à 1871.
A été dénommée avenue du Parc jusqu'en 1947.",Délibération du Conseil municipal du 6 octobre 1947. Rues de Lyon à travers les siècles de Maurice Vanario (2002),Commémore l'alliance avec la Grande-Bretagne au cours de la Seconde Guerre mondiale.,Boulevard des Belges,Place d'Helvétie,1939-1945/Grande-Bretagne,Métropole,69386.0,28356.0,,6903863300J
Avenue de la Première-Division-Française-Libre,Première-Division-Française-Libre (avenue de la),AVENUE,5e,,Actuelle,Dénommée en 1974.,Nouvelle voie.,Délibération du Conseil municipal du 8 avril 1974. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Cette division, commandée par le général Brosset, a libéré Lyon le 3 septembre 1944.",Place Saint-Irénée,Avenue Debrousse,1939-1945/Histoire militaire,Métropole,69385.0,28146.0,,6903855670P
Avenue de la Sauvegarde,Sauvegarde (avenue de la),AVENUE,9e,,Actuelle,Dénommée en 1989.,Fusion de la 10e avenue de la Duchère et de la 11e avenue de la Duchère.,"Délibération du Conseil municipal du 23 janvier 1989. 
Rues de Lyon à travers les siècles de Maurice Vanario (2002)","Sauvegarde est le nom du quartier. L’origine semble être très ancienne car il y avait un hameau nommé la Sauvegarde, à Écully, sous la domination romaine.",Chemin du Fort,Avenue Ben-Gourion,Histoire locale/Urbanisme/Antiquité,Métropole,69389.0,32108.0,,6903896700S
Avenue de Lanessan,Lanessan (avenue de),AVENUE,9e,,Actuelle,,Avenue en majeure partie sur Champagne-au-Mont-d'Or.,,"Jean-Marie, Antoine de Lanessan, médecin puis homme politique. Lors de ses mandats de député de Lyon (1898-1906) puis de ministre de la Marine dans un cabinet de Waldeck Rousseau, il a bien voulu s’intéresser aux revendications du hameau de Champagne, présentées par diverses personnalités locales pour ériger ce hameau en commune autonome. Né en 1843, mort en 1919.",,,Politique/Député/Ministre/Personnalité,Métropole (ex-RD),69389.0,28951.0,,6903894130Y
Avenue de l'Europe,Europe (avenue de l'),AVENUE,8e,,Actuelle,Dénommée en 2002.,Nouvelle voie.,Délibération du Conseil municipal du 17 décembre 2002.,L'avenue de l’Europe répond au boulevard des États Unis.,Rue Audibert et Lavirotte,Rue de l'Éternité,Europe,Privé,69388.0,33720.0,,6903882590D
Avenue de Ménival,Ménival (avenue de),AVENUE,5e,,Actuelle,Dénommée en 1960.,A été dénommée chemin du Point-du-Jour-à-Sainte-Consorce de 1901 à 1960.,Délibération du Conseil municipal du 28 mars 1960. Rues de Lyon à travers les siècles de Maurice Vanario (2002),Nom d'un domaine.,Rue Joliot-Curie,Rue de Boyer,Urbanisme/Histoire locale,Métropole,69385.0,28141.0,,6903854720G
Avenue de Pressensé,Pressensé (avenue de),AVENUE,8e,,Actuelle,Dénommée en 1960.,Fragment du chemin de la Guillotière-à-Marennes ou route de Vénissieux.,Délibération du Conseil municipal du 4 janvier 1960. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Francis Dehault de Pressensé, journaliste, homme politique et fondateur de la Ligue des droits de l'Homme, né en 1853, mort en 1914.",Rue Henri-Barbusse,,Politique/Droits civiques/Personnalité,Métropole,69388.0,28708.0,,6903882105B
Avenue Debourg,Debourg (avenue),AVENUE,7e,,Actuelle,,"A été dénommée chemin de Debourg.
A absorbé l'avenue de l'Horticulture après 1926.",Rues de Lyon à travers les siècles de Maurice Vanario (2002),Nom d'un domaine.,Avenue Tony-Garnier,Rue de Gerland,Histoire locale/Urbanisme,Métropole,69387.0,28481.0,,6903872110L
Avenue Debrousse,Debrousse (avenue),AVENUE,5e,,Actuelle,Dénommée en 1911.,"A été dénommée chemin de Lyon-à-Sainte-Foy jusqu'en 1903.
A été dénommée avenue Valioud de 1903 à 1911.",Délibération du Conseil Municpal du 30 octobre 1911. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Marie Debrousse fit construire à ses frais l'hôpital qui porte son nom. Née le 3 février 1826 à la Teste-de-Buch (Gironde), décédée à Paris le 1er avril 1913, inhumée à Arcachon.",Montée de Choulans,Avenue Valioud,Hospices civils de Lyon/Hôpitaux/Bienfaisance/Personnalité/Femme,Métropole,69385.0,28142.0,,6903852115A
Avenue d'Écully,Écully (avenue d'),AVENUE,9e,,Actuelle,Dénommée en 1989.,A été dénommée 7e avenue de la Duchère jusqu'en 1989.,"Délibération du Conseil municipal du 23 janvier 1989. 
Rues de Lyon à travers les siècles de Maurice Vanario (2002)",La commune d'Écully est ici remerciée pour avoir cédé des terrains à Lyon pour que l'opération de la Duchère se déroule entièrement à Lyon.,Boulevard de la Duchère,,Urbanisme,Métropole,69389.0,32110.0,,6903892415J
Avenue des Acacias,Acacias (avenue des),AVENUE,3e,,Actuelle,Attestée en 1939.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Doit son nom aux arbres bordant cette voie.,Rue Saint-Isidore,,Botanique,Métropole,69383.0,27661.0,,6903830040D
Avenue des Frères-Lumière,Frères-Lumière (avenue des),AVENUE,8e,7e,Actuelle,Dénommée en 1955.,"A fait partie de la route de Grenoble.
A été dénommée grande rue de Monplaisir jusqu'en 1955.",Délibération du Conseil municipal du 28 février 1955. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Inventeurs du Cinématographe. Auguste, né le 19 octobre 1862 à Besançon, mort le 10 avril 1954 à Lyon (7e). Louis, né le 5 octobre 1864 à Besançon, mort le 6 juin 1948 à Bandol.",Boulevard des Tchécoslovaques,Place d'Arsonval,Sciences et techniques/Cinéma/Photographie/Personnalité,Métropole,69388.0,28709.0,,6903882910B
Avenue des Sources,Sources (avenue des),AVENUE,9e,,Actuelle,Dénommée entre 1966 et 1977.,A été dénommée route de Champagne.,4S/001bis,Le nom des Sources désigne tout le quartier. Il est sur une colline et doit être aux sources de plusieurs ruisseaux. Celui des Gorges qui coule un peu plus bas dans le parc du Vallon pour se jeter dans la Saône à Vaise doit en venir.,Rue Louis-Juttet,,Géographie/Cours d'eau,Métropole,69389.0,28946.0,,6903896800A
Avenue Douaumont,Douaumont (avenue),AVENUE,9e,,Actuelle,Dénommée en 1963.,A été dénommée avenue de Verdun jusqu'en 1963.,Délibération du Conseil municipal de 16 décembre 1963. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Théâtre de violents combats en 1916, le fort de Douaumont est le symbole de la défense de Verdun.",Rue Pierre-Baizet,,1914-1918,Métropole,69389.0,28947.0,,6903892290Y
Avenue du 25e-RTS,25e-RTS (avenue du),AVENUE,9e,,Actuelle,Dénommée en 1957.,"A été un fragment de la rue de Bourgogne jusqu'en 1957.
A fait partie de la route impériale n°6.
A fait partie de la route nationale 6.
A été aussi appelée route de Champagne ou montée de Balmont.",Délibération du Conseil municipal du 25 mars 1957. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Elle commémore le combat du 25e régiment de tirailleurs sénégalais contre l'armée allemande, qui avance en direction de Lyon, les 19 et 20 juin 1940. ",Rue Saint-Simon,,1939-1945,Mixte,69389.0,28949.0,,6903897495F
Avenue du Château,Château (avenue du),AVENUE,3e,,Actuelle,Attestée en 1885.,"Chemin vicinal ordinaire n° 176.
A été dénommée avenue de Monchat avant 1885.",Rues de Lyon à travers les siècles de Maurice Vanario (2002),Le nom provient du château de Montchat.,Avenue Lacassagne,Cours Eugénie,Histoire locale,Métropole,69383.0,27662.0,,6903831555A
Avenue du Château-de-Gerland,Château-de-Gerland (avenue du),AVENUE,7e,3e,Actuelle,Attestée en 1884.,A été dénommée chemin du Château-de-Gerland.,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Indicateur de 1884.",Le château de Gerland a été acheté par la Ville de Lyon pour y créer la Maison des Mères en 1918.,Rue de Gerland,,Histoire locale,Métropole,69387.0,28482.0,,6903871570Z
